Zipcode,Population Total,Bachelor population,Master population,Professional school degree population,Doctorate degree population
ZCTA5 44691,29504,4712,2203,521,578
ZCTA5 44693,43,3,0,0,0
ZCTA5 44695,1239,50,4,0,0
ZCTA5 44697,188,55,16,3,3
ZCTA5 44699,514,31,27,7,0
ZCTA5 44702,892,59,13,0,0
ZCTA5 44703,5651,334,233,68,11
ZCTA5 44704,2275,124,26,0,0
ZCTA5 44705,12005,642,216,13,19
ZCTA5 44706,12232,766,290,18,0
ZCTA5 44707,5636,261,197,0,14
ZCTA5 44708,18059,3038,1000,324,138
ZCTA5 44709,13339,2404,926,283,100
ZCTA5 44710,6419,424,119,39,1
ZCTA5 44714,6208,1198,310,41,26
ZCTA5 44718,8995,2583,790,330,284
ZCTA5 44720,28496,6674,2900,518,447
ZCTA5 44721,9531,2174,1013,131,38
ZCTA5 44730,4206,315,148,8,25
ZCTA5 44802,607,44,7,20,0
ZCTA5 44804,799,83,91,3,0
ZCTA5 44805,21245,3231,1390,184,382
ZCTA5 44807,1669,35,49,1,0
ZCTA5 44809,272,39,26,0,0
ZCTA5 44811,8624,1015,393,52,30
ZCTA5 44813,5287,510,195,5,8
ZCTA5 44814,1973,218,84,20,0
ZCTA5 44815,415,16,13,0,0
ZCTA5 44816,36,0,0,0,0
ZCTA5 44817,1063,142,75,3,0
ZCTA5 44818,1729,187,24,1,16
ZCTA5 44820,12731,1069,440,71,0
ZCTA5 44822,1960,267,90,1,0
ZCTA5 44824,2539,282,99,24,12
ZCTA5 44825,32,0,0,0,0
ZCTA5 44826,1176,61,13,0,0
ZCTA5 44827,4482,457,167,31,0
ZCTA5 44828,29,0,0,0,0
ZCTA5 44830,12798,1019,325,60,10
ZCTA5 44833,11863,785,436,72,34
ZCTA5 44836,1633,139,47,0,0
ZCTA5 44837,2951,316,92,21,0
ZCTA5 44838,168,18,8,0,0
ZCTA5 44839,8903,1820,918,127,67
ZCTA5 44840,2172,329,101,2,9
ZCTA5 44841,434,32,12,0,0
ZCTA5 44842,3854,353,144,10,10
ZCTA5 44843,1606,162,93,39,0
ZCTA5 44844,351,42,15,9,0
ZCTA5 44846,2080,214,123,36,163
ZCTA5 44847,2793,234,40,9,0
ZCTA5 44849,1551,172,61,0,0
ZCTA5 44850,14,0,0,0,0
ZCTA5 44851,3260,331,99,11,21
ZCTA5 44853,910,68,25,0,2
ZCTA5 44854,1130,111,31,14,0
ZCTA5 44855,898,62,6,0,0
ZCTA5 44856,146,11,0,0,0
ZCTA5 44857,15607,1439,687,226,66
ZCTA5 44859,955,118,79,0,19
ZCTA5 44861,59,11,0,5,0
ZCTA5 44864,2390,289,107,33,29
ZCTA5 44865,2458,115,87,0,0
ZCTA5 44866,1276,121,16,0,0
ZCTA5 44867,1553,188,76,21,3
ZCTA5 44870,28555,3819,1237,353,122
ZCTA5 44874,222,24,16,0,0
ZCTA5 44875,9563,1057,317,69,23
ZCTA5 44878,2015,64,70,3,0
ZCTA5 44880,1887,56,87,0,4
ZCTA5 44881,9,0,0,0,0
ZCTA5 44882,1946,270,47,48,0
ZCTA5 44883,18816,2114,956,97,109
ZCTA5 44887,834,78,2,0,20
ZCTA5 44889,4797,392,354,50,36
ZCTA5 44890,7508,609,189,32,8
ZCTA5 44901,2061,27,9,0,0
ZCTA5 44902,2836,49,25,0,0
ZCTA5 44903,17145,1604,777,127,179
ZCTA5 44904,9728,1645,706,92,53
ZCTA5 44905,10075,633,180,36,0
ZCTA5 44906,11873,1565,518,110,35
ZCTA5 44907,10212,1284,332,135,92
ZCTA5 45001,418,0,4,0,0
ZCTA5 45002,8723,1773,501,112,51
ZCTA5 45003,476,43,10,3,2
ZCTA5 45005,20901,1827,838,115,50
ZCTA5 45011,43691,7841,3251,303,432
ZCTA5 45013,35875,5081,1766,289,268
ZCTA5 45014,30719,5537,2125,177,338
ZCTA5 45015,8013,581,140,17,27
ZCTA5 45030,12533,2136,700,40,51
ZCTA5 45032,201,19,2,0,0
ZCTA5 45033,254,0,0,0,0
ZCTA5 45034,762,253,56,12,0
ZCTA5 45036,26030,5327,1889,319,307
ZCTA5 45039,15132,4912,1933,458,147
ZCTA5 45040,33510,11017,6265,1069,956
ZCTA5 45041,46,0,12,0,0
ZCTA5 45042,18561,2554,834,134,124
ZCTA5 45044,33317,4832,2569,258,210
ZCTA5 45050,5585,1323,344,82,29
ZCTA5 45051,190,6,18,0,0
ZCTA5 45052,3070,657,322,51,13
ZCTA5 45053,2318,408,168,19,19
ZCTA5 45054,1715,282,158,7,47
ZCTA5 45056,9706,2232,1328,232,948
ZCTA5 45062,527,34,18,5,0
ZCTA5 45064,1982,178,83,10,13
ZCTA5 45065,3368,1259,170,0,0
ZCTA5 45066,15818,4805,2246,342,227
ZCTA5 45067,8870,971,276,30,20
ZCTA5 45068,7526,1624,662,132,98
ZCTA5 45069,33997,10494,4414,745,789
ZCTA5 45070,146,0,0,0,0
ZCTA5 45101,1623,74,26,2,0
ZCTA5 45102,15271,2165,944,97,31
ZCTA5 45103,21681,3605,1182,197,126
ZCTA5 45106,8307,493,378,76,43
ZCTA5 45107,6018,445,142,27,37
ZCTA5 45111,219,17,19,10,0
ZCTA5 45112,36,2,0,0,0
ZCTA5 45113,2504,327,100,47,17
ZCTA5 45115,76,0,0,0,0
ZCTA5 45118,2635,274,74,43,7
ZCTA5 45120,2092,143,74,0,0
ZCTA5 45121,6248,462,405,21,20
ZCTA5 45122,7500,701,240,51,0
ZCTA5 45123,5950,468,91,49,34
ZCTA5 45130,2549,218,38,0,17
ZCTA5 45131,179,14,6,0,0
ZCTA5 45132,165,16,4,0,0
ZCTA5 45133,16396,1248,686,34,118
ZCTA5 45135,3212,301,136,9,20
ZCTA5 45140,36000,10907,4604,692,604
ZCTA5 45142,2477,184,132,15,0
ZCTA5 45144,3159,243,138,12,26
ZCTA5 45145,0,0,0,0,0
ZCTA5 45146,982,77,16,9,0
ZCTA5 45147,41,0,23,0,0
ZCTA5 45148,983,40,24,0,0
ZCTA5 45150,22008,4409,2068,339,250
ZCTA5 45152,8079,1762,617,143,102
ZCTA5 45153,1418,118,9,0,0
ZCTA5 45154,5797,401,126,22,0
ZCTA5 45155,191,8,0,0,0
ZCTA5 45156,36,2,0,2,0
ZCTA5 45157,6754,917,540,72,54
ZCTA5 45158,229,18,2,0,0
ZCTA5 45159,2071,93,59,0,0
ZCTA5 45160,546,41,11,0,0
ZCTA5 45162,1804,282,87,0,6
ZCTA5 45164,149,16,3,0,0
ZCTA5 45166,135,0,0,0,0
ZCTA5 45167,2689,226,91,3,2
ZCTA5 45168,968,24,28,22,9
ZCTA5 45169,3228,330,108,13,0
ZCTA5 45171,4378,356,146,49,17
ZCTA5 45172,73,0,3,0,0
ZCTA5 45174,1421,705,281,140,33
ZCTA5 45176,6152,585,249,20,0
ZCTA5 45177,14773,1865,845,140,122
ZCTA5 45202,10051,2801,1501,698,319
ZCTA5 45203,1399,184,104,28,17
ZCTA5 45204,3887,469,186,20,30
ZCTA5 45205,11498,1186,168,111,15
ZCTA5 45206,8100,1494,884,298,321
ZCTA5 45207,3425,262,168,19,28
ZCTA5 45208,13146,5663,2662,1183,701
ZCTA5 45209,7620,2971,966,508,182
ZCTA5 45211,25698,3825,1313,349,192
ZCTA5 45212,14827,2878,1027,243,104
ZCTA5 45213,8747,2266,1143,168,135
ZCTA5 45214,4756,281,79,23,19
ZCTA5 45215,20714,3759,1637,709,355
ZCTA5 45216,6666,669,214,8,13
ZCTA5 45217,4390,534,146,95,5
ZCTA5 45218,2708,555,234,31,64
ZCTA5 45219,5230,976,558,179,132
ZCTA5 45220,8998,2580,1840,509,717
ZCTA5 45223,7824,1383,757,78,138
ZCTA5 45224,14924,2539,1301,285,200
ZCTA5 45225,4559,275,51,11,8
ZCTA5 45226,3746,1547,482,266,134
ZCTA5 45227,12811,3574,1529,270,195
ZCTA5 45229,8441,1057,687,152,112
ZCTA5 45230,18889,5114,2118,698,426
ZCTA5 45231,26547,3735,1721,312,198
ZCTA5 45232,2863,283,96,17,15
ZCTA5 45233,10351,2678,1137,203,93
ZCTA5 45236,17639,4220,1947,455,432
ZCTA5 45237,13639,2016,738,209,98
ZCTA5 45238,30409,4703,1478,277,144
ZCTA5 45239,18860,2682,961,152,227
ZCTA5 45240,18037,3496,1078,107,182
ZCTA5 45241,16386,4463,2130,648,496
ZCTA5 45242,15793,5089,2891,1022,486
ZCTA5 45243,10442,4026,2022,829,330
ZCTA5 45244,18783,5968,2227,557,336
ZCTA5 45245,14119,3312,781,259,84
ZCTA5 45246,9712,2078,920,220,93
ZCTA5 45247,16193,3986,1164,366,160
ZCTA5 45248,16921,3413,1176,210,78
ZCTA5 45249,9263,2859,2004,463,258
ZCTA5 45251,15175,1913,671,95,34
ZCTA5 45252,3649,781,391,63,58
ZCTA5 45255,14914,4344,1748,504,269
ZCTA5 45301,101,11,11,0,0
ZCTA5 45302,2496,337,181,0,15
ZCTA5 45303,1524,98,95,33,0
ZCTA5 45304,4898,335,160,10,7
ZCTA5 45305,7512,2202,1130,229,253
ZCTA5 45306,1633,252,100,7,4
ZCTA5 45307,176,11,0,0,0
ZCTA5 45308,2772,225,77,2,10
ZCTA5 45309,8959,840,349,65,54
ZCTA5 45310,166,19,2,0,0
ZCTA5 45311,4364,172,114,34,11
ZCTA5 45312,1003,133,38,12,17
ZCTA5 45314,2446,535,293,5,66
ZCTA5 45315,3137,755,397,20,77
ZCTA5 45316,81,15,6,0,0
ZCTA5 45317,564,70,26,0,0
ZCTA5 45318,3913,289,116,25,7
ZCTA5 45319,252,32,35,1,0
ZCTA5 45320,10381,1094,363,64,24
ZCTA5 45321,630,77,9,0,0
ZCTA5 45322,14859,2271,1131,115,72
ZCTA5 45323,3912,530,349,5,32
ZCTA5 45324,24740,3671,2525,145,350
ZCTA5 45325,1669,153,144,43,0
ZCTA5 45326,669,47,12,9,0
ZCTA5 45327,6530,817,458,105,46
ZCTA5 45328,377,9,13,0,0
ZCTA5 45330,671,39,12,0,0
ZCTA5 45331,15936,1275,675,71,20
ZCTA5 45332,465,9,1,2,0
ZCTA5 45333,757,77,33,0,0
ZCTA5 45334,1492,107,104,4,18
ZCTA5 45335,4586,390,226,26,20
ZCTA5 45336,91,18,4,0,0
ZCTA5 45337,1238,109,26,0,0
ZCTA5 45338,3441,309,125,20,5
ZCTA5 45339,1025,60,56,0,0
ZCTA5 45340,381,29,17,3,0
ZCTA5 45341,2619,238,70,15,7
ZCTA5 45342,25798,4283,2237,265,191
ZCTA5 45344,11220,1304,420,29,17
ZCTA5 45345,4525,235,23,0,17
ZCTA5 45346,1463,166,59,3,0
ZCTA5 45347,3182,206,83,0,2
ZCTA5 45348,572,44,24,0,1
ZCTA5 45349,207,27,11,0,0
ZCTA5 45350,64,1,2,0,0
ZCTA5 45351,176,15,18,0,0
ZCTA5 45352,130,0,2,0,0
ZCTA5 45353,150,5,0,0,0
ZCTA5 45354,367,46,4,0,0
ZCTA5 45356,17146,1284,635,93,37
ZCTA5 45358,227,17,2,0,0
ZCTA5 45359,1209,97,46,3,0
ZCTA5 45360,271,15,4,0,0
ZCTA5 45361,222,15,3,0,0
ZCTA5 45362,914,33,66,1,0
ZCTA5 45363,1047,136,79,4,5
ZCTA5 45365,20340,1701,1091,152,68
ZCTA5 45368,3115,252,118,18,20
ZCTA5 45369,2382,252,125,11,2
ZCTA5 45370,1752,428,228,72,52
ZCTA5 45371,13514,2357,1287,83,91
ZCTA5 45372,280,20,2,0,1
ZCTA5 45373,24201,4150,1875,236,103
ZCTA5 45377,10743,1548,834,98,24
ZCTA5 45378,202,11,2,0,0
ZCTA5 45380,3308,384,199,12,0
ZCTA5 45381,3815,278,150,17,0
ZCTA5 45382,819,74,18,0,3
ZCTA5 45383,5324,729,238,67,0
ZCTA5 45384,124,20,44,0,0
ZCTA5 45385,26774,3898,2213,369,401
ZCTA5 45387,4098,1028,832,143,345
ZCTA5 45388,513,35,14,0,0
ZCTA5 45389,384,20,3,0,0
ZCTA5 45390,2168,89,38,0,0
ZCTA5 45402,6741,695,293,111,106
ZCTA5 45403,10046,743,275,33,17
ZCTA5 45404,6373,189,81,21,9
ZCTA5 45405,11787,1343,505,119,39
ZCTA5 45406,13694,1500,737,117,65
ZCTA5 45409,4695,1439,635,229,50
ZCTA5 45410,10575,1267,518,89,34
ZCTA5 45414,13811,1608,844,184,41
ZCTA5 45415,9259,1767,965,133,83
ZCTA5 45416,4280,264,237,5,33
ZCTA5 45417,19911,1203,564,24,55
ZCTA5 45418,1279,141,42,0,0
ZCTA5 45419,10216,2607,1664,635,342
ZCTA5 45420,17751,2301,956,121,70
ZCTA5 45424,33625,5056,2984,182,293
ZCTA5 45426,10428,1121,558,47,45
ZCTA5 45428,288,20,13,0,14
ZCTA5 45429,18616,4347,2214,636,245
ZCTA5 45430,5244,1092,989,84,137
ZCTA5 45431,18249,3525,2199,460,679
ZCTA5 45432,10691,1329,1096,120,63
ZCTA5 45433,1219,265,243,58,23
ZCTA5 45434,8415,2343,1788,245,239
ZCTA5 45439,6805,739,328,11,39
ZCTA5 45440,15178,3668,2193,431,339
ZCTA5 45449,12845,1567,431,65,26
ZCTA5 45458,21489,6256,3901,1039,433
ZCTA5 45459,20979,5500,3233,651,602
ZCTA5 45502,11514,1608,976,104,145
ZCTA5 45503,23005,2918,1197,238,185
ZCTA5 45504,11861,1887,832,197,218
ZCTA5 45505,12991,646,179,46,25
ZCTA5 45506,8877,931,335,13,14
ZCTA5 45601,40087,3926,1860,371,142
ZCTA5 45612,3963,292,113,15,0
ZCTA5 45613,2466,91,98,5,0
ZCTA5 45614,3510,303,155,4,0
ZCTA5 45616,954,72,6,0,0
ZCTA5 45617,143,0,0,0,0
ZCTA5 45618,7,1,0,0,0
ZCTA5 45619,5256,642,204,52,59
ZCTA5 45620,987,12,40,0,0
ZCTA5 45621,247,22,0,0,0
ZCTA5 45622,120,21,16,0,0
ZCTA5 45623,2104,338,24,7,13
ZCTA5 45624,0,0,0,0,0
ZCTA5 45628,3167,334,203,30,0
ZCTA5 45629,2226,72,96,0,0
ZCTA5 45630,160,0,0,0,0
ZCTA5 45631,10500,1013,615,160,84
ZCTA5 45634,1320,63,27,0,13
ZCTA5 45636,143,17,0,0,0
ZCTA5 45638,14884,1216,529,76,51
ZCTA5 45640,10867,1413,832,42,13
ZCTA5 45642,0,0,0,0,0
ZCTA5 45644,3205,164,86,6,0
ZCTA5 45645,2222,109,80,26,0
ZCTA5 45646,209,0,0,0,0
ZCTA5 45647,1611,34,0,0,0
ZCTA5 45648,9232,702,514,56,18
ZCTA5 45650,242,0,8,0,0
ZCTA5 45651,3999,292,126,34,2
ZCTA5 45652,2502,164,75,30,0
ZCTA5 45653,2979,247,245,18,5
ZCTA5 45654,670,40,12,0,0
ZCTA5 45656,4370,367,199,7,11
ZCTA5 45657,1611,163,69,0,0
ZCTA5 45658,1627,81,116,8,0
ZCTA5 45659,2103,132,111,29,0
ZCTA5 45660,5552,348,195,9,0
ZCTA5 45661,5023,413,247,0,0
ZCTA5 45662,20118,1932,718,205,161
ZCTA5 45663,4235,297,108,20,6
ZCTA5 45669,7298,799,433,138,48
ZCTA5 45671,302,16,0,0,0
ZCTA5 45672,1032,90,31,0,0
ZCTA5 45673,207,0,0,0,0
ZCTA5 45674,218,22,39,0,5
ZCTA5 45678,895,17,0,0,0
ZCTA5 45679,1793,112,49,8,0
ZCTA5 45680,8666,859,292,94,14
ZCTA5 45681,1366,99,31,0,1
ZCTA5 45682,1622,95,75,15,6
ZCTA5 45684,1270,72,36,0,7
ZCTA5 45685,535,39,78,6,0
ZCTA5 45686,2266,90,42,5,9
ZCTA5 45688,402,14,4,0,0
ZCTA5 45690,9419,912,437,41,76
ZCTA5 45692,5883,496,254,12,0
ZCTA5 45693,5471,211,207,63,18
ZCTA5 45694,8499,840,519,43,73
ZCTA5 45695,413,26,16,0,0
ZCTA5 45696,938,112,45,0,0
ZCTA5 45697,3578,367,64,4,0
ZCTA5 45698,303,2,1,0,18
ZCTA5 45701,14700,3165,2527,312,1080
ZCTA5 45710,4257,491,218,4,54
ZCTA5 45711,869,76,46,40,1
ZCTA5 45714,7103,740,231,33,69
ZCTA5 45715,1710,226,39,5,0
ZCTA5 45716,311,23,22,0,6
ZCTA5 45719,793,50,25,0,0
ZCTA5 45721,40,0,0,0,0
ZCTA5 45723,2578,142,128,17,2
ZCTA5 45724,1407,164,86,0,0
ZCTA5 45727,296,11,0,0,0
ZCTA5 45729,963,137,64,11,0
ZCTA5 45732,2933,161,197,9,13
ZCTA5 45734,369,10,6,0,0
ZCTA5 45735,1395,162,84,19,25
ZCTA5 45740,404,31,16,0,0
ZCTA5 45741,744,0,10,0,0
ZCTA5 45742,2087,264,125,0,0
ZCTA5 45743,1047,113,29,0,0
ZCTA5 45744,1647,180,94,12,13
ZCTA5 45745,1046,106,7,0,0
ZCTA5 45746,333,1,0,0,0
ZCTA5 45750,18959,2594,1029,185,180
ZCTA5 45760,2410,115,91,18,9
ZCTA5 45761,1267,112,130,9,30
ZCTA5 45764,5996,379,192,50,0
ZCTA5 45766,776,122,56,0,13
ZCTA5 45767,2039,123,29,0,15
ZCTA5 45768,1115,146,12,0,14
ZCTA5 45769,4992,503,214,22,16
ZCTA5 45770,357,30,0,0,0
ZCTA5 45771,2443,178,91,11,0
ZCTA5 45772,1492,128,44,5,0
ZCTA5 45773,109,0,0,0,0
ZCTA5 45775,809,53,43,0,26
ZCTA5 45776,391,57,21,0,0
ZCTA5 45778,525,15,28,0,41
ZCTA5 45779,443,35,22,1,0
ZCTA5 45780,2194,350,178,0,94
ZCTA5 45782,267,11,5,0,0
ZCTA5 45784,2290,212,68,12,37
ZCTA5 45786,2427,183,105,0,7
ZCTA5 45787,37,8,0,0,0
ZCTA5 45788,812,108,8,0,0
ZCTA5 45789,114,15,0,0,0
ZCTA5 45801,15274,1093,591,24,61
ZCTA5 45804,9677,449,256,44,53
ZCTA5 45805,15347,1968,917,419,167
ZCTA5 45806,8065,934,390,235,34
ZCTA5 45807,8053,739,486,123,36
ZCTA5 45808,265,12,3,0,0
ZCTA5 45809,87,3,0,0,0
ZCTA5 45810,4212,576,350,51,155
ZCTA5 45812,1265,59,46,2,11
ZCTA5 45813,2614,285,117,20,5
ZCTA5 45814,1936,304,48,23,3
ZCTA5 45816,272,11,11,0,0
ZCTA5 45817,4260,805,553,128,113
ZCTA5 45819,187,5,4,0,0
ZCTA5 45820,290,16,11,0,0
ZCTA5 45821,989,99,1,4,0
ZCTA5 45822,13506,1248,783,70,0
ZCTA5 45826,260,46,16,0,0
ZCTA5 45827,1231,136,104,26,0
ZCTA5 45828,3969,424,176,24,10
ZCTA5 45830,3971,348,268,4,31
ZCTA5 45831,2172,128,29,19,0
ZCTA5 45832,1955,223,138,11,5
ZCTA5 45833,7470,808,390,73,12
ZCTA5 45835,396,33,0,0,5
ZCTA5 45836,983,80,32,4,0
ZCTA5 45838,18,0,0,0,0
ZCTA5 45840,37091,6621,3098,476,421
ZCTA5 45841,636,67,29,8,7
ZCTA5 45843,2750,146,212,48,0
ZCTA5 45844,2270,312,108,5,11
ZCTA5 45845,1879,203,117,24,28
ZCTA5 45846,2451,207,103,0,9
ZCTA5 45849,808,63,67,0,8
ZCTA5 45850,2292,221,84,13,0
ZCTA5 45851,376,19,10,10,0
ZCTA5 45853,961,159,129,0,0
ZCTA5 45854,380,14,10,5,0
ZCTA5 45855,137,13,3,0,0
ZCTA5 45856,3314,357,206,12,5
ZCTA5 45858,2108,217,89,0,0
ZCTA5 45859,302,5,3,2,0
ZCTA5 45860,1271,99,109,0,0
ZCTA5 45861,89,8,6,0,0
ZCTA5 45862,973,41,26,1,0
ZCTA5 45863,722,75,17,0,0
ZCTA5 45864,107,7,3,0,0
ZCTA5 45865,3293,571,239,30,5
ZCTA5 45866,182,5,1,0,0
ZCTA5 45867,554,70,32,0,3
ZCTA5 45868,422,58,4,0,0
ZCTA5 45869,3000,486,218,11,37
ZCTA5 45870,138,5,29,0,14
ZCTA5 45871,1342,268,58,6,4
ZCTA5 45872,2654,227,57,13,0
ZCTA5 45873,1452,94,67,12,0
ZCTA5 45874,1634,88,53,8,0
ZCTA5 45875,7574,1075,584,33,11
ZCTA5 45876,472,87,20,0,2
ZCTA5 45877,1443,260,122,0,3
ZCTA5 45879,4233,362,142,7,0
ZCTA5 45880,1647,122,56,7,0
ZCTA5 45881,1048,104,35,10,0
ZCTA5 45882,1936,229,116,6,3
ZCTA5 45883,2362,346,116,11,0
ZCTA5 45884,93,0,0,0,0
ZCTA5 45885,8552,870,283,41,28
ZCTA5 45886,413,20,17,0,0
ZCTA5 45887,3042,299,97,24,0
ZCTA5 45888,149,4,2,0,0
ZCTA5 45889,988,173,88,5,20
ZCTA5 45890,390,23,19,0,0
ZCTA5 45891,10400,1054,592,83,38
ZCTA5 45894,386,47,13,0,0
ZCTA5 45895,12222,1315,617,60,0
ZCTA5 45896,1510,158,45,9,0
ZCTA5 45897,123,0,0,0,0
ZCTA5 45898,876,75,16,0,0
ZCTA5 45899,169,3,5,0,0
ZCTA5 46001,7309,693,279,65,0
ZCTA5 46011,12244,1847,644,181,97
ZCTA5 46012,12738,1924,873,84,164
ZCTA5 46013,12159,1223,431,53,25
ZCTA5 46016,11736,540,180,5,22
ZCTA5 46017,4152,426,192,8,27
ZCTA5 46030,2280,299,109,45,0
ZCTA5 46031,1428,146,48,1,2
ZCTA5 46032,29908,11921,4950,1994,1081
ZCTA5 46033,23995,9780,4419,1635,1154
ZCTA5 46034,4749,1079,376,118,16
ZCTA5 46035,793,43,29,2,9
ZCTA5 46036,8145,668,216,60,8
ZCTA5 46037,24329,10486,3728,1120,681
ZCTA5 46038,26241,9950,3424,876,385
ZCTA5 46039,455,89,42,0,0
ZCTA5 46040,7340,1766,679,244,146
ZCTA5 46041,15219,1424,593,105,8
ZCTA5 46044,1828,250,59,0,3
ZCTA5 46045,35,11,0,0,0
ZCTA5 46047,88,24,0,0,0
ZCTA5 46048,1290,169,33,0,0
ZCTA5 46049,572,53,10,8,0
ZCTA5 46050,1180,184,43,7,0
ZCTA5 46051,2088,395,110,4,18
ZCTA5 46052,15046,2667,459,168,75
ZCTA5 46055,6350,2197,646,237,0
ZCTA5 46056,1652,172,90,37,0
ZCTA5 46057,688,60,18,0,0
ZCTA5 46058,1640,244,114,0,2
ZCTA5 46060,23977,6670,2224,544,152
ZCTA5 46062,21289,6059,2065,309,316
ZCTA5 46063,295,30,7,2,0
ZCTA5 46064,12178,2213,623,213,177
ZCTA5 46065,2137,263,78,17,3
ZCTA5 46068,1873,246,150,0,8
ZCTA5 46069,4884,628,272,8,25
ZCTA5 46070,1690,265,35,0,11
ZCTA5 46071,2529,252,113,13,3
ZCTA5 46072,6628,993,371,26,10
ZCTA5 46074,18282,7052,2867,711,835
ZCTA5 46075,2670,786,409,44,19
ZCTA5 46076,1268,76,83,2,0
ZCTA5 46077,17144,6290,3022,1520,1116
ZCTA5 46103,104,14,0,0,0
ZCTA5 46104,725,114,42,0,0
ZCTA5 46105,1452,55,25,0,0
ZCTA5 46106,4215,833,202,129,0
ZCTA5 46107,8013,732,361,36,24
ZCTA5 46110,296,14,28,0,0
ZCTA5 46111,207,8,0,0,0
ZCTA5 46112,22923,6609,2016,524,164
ZCTA5 46113,9424,1008,281,19,41
ZCTA5 46115,1277,108,70,0,9
ZCTA5 46117,422,85,0,13,0
ZCTA5 46118,3393,408,39,3,0
ZCTA5 46120,3804,373,167,42,3
ZCTA5 46121,4005,396,130,98,84
ZCTA5 46122,10104,2002,765,48,39
ZCTA5 46123,21278,5484,2129,138,230
ZCTA5 46124,5223,307,153,0,78
ZCTA5 46125,37,12,0,0,0
ZCTA5 46126,3624,304,127,46,12
ZCTA5 46127,251,29,0,8,0
ZCTA5 46128,1299,75,32,2,2
ZCTA5 46130,1746,325,42,0,8
ZCTA5 46131,21060,3300,1193,199,322
ZCTA5 46133,421,14,14,0,0
ZCTA5 46135,13267,1314,630,115,302
ZCTA5 46140,26489,4184,1837,551,136
ZCTA5 46142,19778,4478,1881,231,180
ZCTA5 46143,34041,7452,2821,484,358
ZCTA5 46144,168,0,40,0,0
ZCTA5 46146,34,0,0,0,0
ZCTA5 46147,2382,382,134,10,10
ZCTA5 46148,3599,292,150,13,17
ZCTA5 46149,1710,299,59,0,0
ZCTA5 46150,427,12,39,0,0
ZCTA5 46151,21037,2160,1127,154,96
ZCTA5 46155,63,0,28,0,0
ZCTA5 46156,1134,56,0,11,0
ZCTA5 46157,2567,329,104,11,0
ZCTA5 46158,15845,1802,572,118,62
ZCTA5 46160,4310,356,233,12,29
ZCTA5 46161,1952,153,112,15,0
ZCTA5 46162,338,15,11,0,0
ZCTA5 46163,8115,1746,761,150,37
ZCTA5 46164,2992,316,198,9,42
ZCTA5 46165,1027,129,32,2,9
ZCTA5 46166,1653,44,33,0,0
ZCTA5 46167,3886,950,235,64,35
ZCTA5 46168,22019,4525,1610,242,229
ZCTA5 46171,1108,38,21,0,21
ZCTA5 46172,1714,72,33,11,44
ZCTA5 46173,7465,669,400,69,27
ZCTA5 46175,328,14,10,3,0
ZCTA5 46176,18634,1630,790,237,96
ZCTA5 46180,543,90,20,2,0
ZCTA5 46181,3249,391,160,34,24
ZCTA5 46182,1009,94,52,0,0
ZCTA5 46183,116,0,0,0,0
ZCTA5 46184,8329,1743,244,59,21
ZCTA5 46186,1189,126,45,0,0
ZCTA5 46201,19873,1963,649,102,63
ZCTA5 46202,11828,3092,1440,723,216
ZCTA5 46203,25120,2477,671,140,36
ZCTA5 46204,5111,1112,594,290,268
ZCTA5 46205,19090,3850,1595,628,216
ZCTA5 46208,14058,2630,1002,574,258
ZCTA5 46214,16042,2530,813,127,138
ZCTA5 46216,1411,379,129,0,0
ZCTA5 46217,20765,4516,1680,239,399
ZCTA5 46218,18160,1104,273,32,31
ZCTA5 46219,24684,3566,1451,192,140
ZCTA5 46220,26651,10015,3906,1768,665
ZCTA5 46221,16761,1621,558,98,18
ZCTA5 46222,20820,1327,427,44,47
ZCTA5 46224,22008,2548,838,144,221
ZCTA5 46225,5008,343,67,8,5
ZCTA5 46226,28431,3210,1049,184,257
ZCTA5 46227,37276,5196,1875,324,221
ZCTA5 46228,10232,2076,1149,386,241
ZCTA5 46229,18078,2094,751,49,86
ZCTA5 46231,6929,1375,325,18,83
ZCTA5 46234,18396,4641,1531,348,306
ZCTA5 46235,18058,2344,583,65,65
ZCTA5 46236,18187,5727,2662,558,278
ZCTA5 46237,26152,6095,1593,422,229
ZCTA5 46239,17755,3824,1246,128,116
ZCTA5 46240,14202,4822,1976,635,278
ZCTA5 46241,19339,1128,319,101,29
ZCTA5 46250,13125,5230,1630,538,222
ZCTA5 46254,23400,4316,1704,529,191
ZCTA5 46256,16673,5521,2651,489,308
ZCTA5 46259,7301,1972,725,114,54
ZCTA5 46260,21351,5097,2539,693,257
ZCTA5 46268,17154,4129,1607,444,188
ZCTA5 46278,4962,1846,617,406,184
ZCTA5 46280,4975,1489,550,98,91
ZCTA5 46290,224,124,26,27,14
ZCTA5 46301,503,174,95,48,39
ZCTA5 46303,8778,1043,249,32,37
ZCTA5 46304,16409,2811,1596,254,356
ZCTA5 46307,42212,9487,2531,657,300
ZCTA5 46310,9086,719,190,32,17
ZCTA5 46311,15208,2885,956,368,56
ZCTA5 46312,16978,904,371,56,20
ZCTA5 46319,11985,1466,449,0,0
ZCTA5 46320,8931,718,158,7,24
ZCTA5 46321,16257,4150,1722,562,355
ZCTA5 46322,16628,2953,1063,112,80
ZCTA5 46323,14475,1357,545,81,110
ZCTA5 46324,14461,1586,575,80,35
ZCTA5 46327,6543,347,218,25,3
ZCTA5 46340,627,32,27,0,0
